tau_in,q,dq,ddq,tauEst,q_raw,dq_raw,ddq_raw,temp
0,-1.12963,-0.0128777,0,0.105469,0,0,0,40
0,-1.12963,-0.0197459,0,-0.210938,0,0,0,40
0,-1.12958,0.165694,0,0.0351562,0,0,0,40
0,-1.12963,-0.00429258,0,-0.0703125,0,0,0,40
0,-1.12963,-0,0,-0.0351562,0,0,0,40
0,-1.12958,0.105598,0,-0.0703125,0,0,0,40
0,-1.12963,-0.112466,0,0.0351562,0,0,0,39
0,-1.12958,0.115041,0,0.210938,0,0,0,39
0,-1.12963,-0,0,-0.0351562,0,0,0,40
0,-1.12963,-0.0575206,0,0.105469,0,0,0,40
0,-1.12958,0.079842,0,0,0,0,0,40
0,-1.12958,0.0334821,0,0.0351562,0,0,0,39
0,-1.12963,-0.0154533,0,0.105469,0,0,0,40
0,-1.12958,0.0935783,0,-0.140625,0,0,0,40
0,-1.12963,-0.00257555,0,0.0351562,0,0,0,40
0,-1.12958,0.164835,0,0,0,0,0,40
0,-1.12958,0.0678228,0,0.0351562,0,0,0,40
0,-1.12958,0.0686813,0,-0.105469,0,0,0,40
0,-1.12958,0.0386332,0,0.0351562,0,0,0,40
0,-1.12963,-0.13307,0,-0.0703125,0,0,0,40
0,-1.12963,-0.0540865,0,-0.0351562,0,0,0,40
0,-1.12963,-0.0163118,0,-0.175781,0,0,0,40
0,-1.12963,-0.00944368,0,0,0,0,0,40
0,-1.12958,0.0807005,0,0,0,0,0,40
0,-1.12963,-0.0540865,0,-0.0703125,0,0,0,40
0,-1.12963,-0.0523695,0,0,0,0,0,39
0,-1.12958,0.0360577,0,-0.105469,0,0,0,40
0,-1.12963,-0.0583791,0,0.175781,0,0,0,40
0,-1.12958,0.0961538,0,-0.0703125,0,0,0,40
